NOC,Sport,Prediction,NOC.1,Sport.1,2024,medal,Rate,,Number
RWA,Cycling,2,RWA,Cycling,0,0,,,
RWA,Cycling Road,3,RWA,Cycling Road,0.0480896465040201,0.14426893951206032,0.0022207734670099968,,4
RWA,Fencing,1,RWA,Fencing,0.0095796641995811,0.0095796641995811,0.000128282393929528,,12
RWA,Judo,1,RWA,Judo,0,0,0,,15
SAA,Athletics,8,SAA,Athletics,0,0,0,,48
SAA,Boxing,3,SAA,Boxing,0,0,0,,13
SAA,Canoeing,5,SAA,Canoeing,0,0,,,16
SAA,Fencing,15,SAA,Fencing,0,0,0,,12
SAA,Gymnastics,48,SAA,Gymnastics,0,0,,,
SAA,Rowing,7,SAA,Rowing,0,0,0,,14
SAA,Shooting,3,SAA,Shooting,0,0,0,,15
SAA,Wrestling,3,SAA,Wrestling,0,0,0,,18
SAM,Archery,1,SAM,Archery,0,0,0,,5
SAM,Athletics,1,SAM,Athletics,0.2165927143322008,0.2165927143322008,0.0011082500756054757,,48
SAM,Boxing,1,SAM,Boxing,0.3170063500325786,0.3170063500325786,0.004481403874540539,,13
SAM,Canoeing,2,SAM,Canoeing,0,0,,,16
SAM,Cycling,1,SAM,Cycling,0,0,,,
SAM,Judo,1,SAM,Judo,0.1768437203484776,0.1768437203484776,0.001573615506423474,,15
SAM,Rugby Sevens,12,SAM,Rugby Sevens,0.0120981674355449,0.1451780092265388,0.0020680067793442196,,12
SAM,Sailing,2,SAM,Sailing,0.1519138310596599,0.3038276621193198,0.0031251200952455067,,10
SAM,Taekwondo,2,SAM,Taekwondo,0,0,0,,8
SAM,Weightlifting,2,SAM,Weightlifting,0.354809762907625,0.70961952581525,0.01623130306187528,,10
SAM,Wrestling,1,SAM,Wrestling,0.1362637372364882,0.1362637372364882,0.0017106006275953041,,18
SCG,Athletics,7,SCG,Athletics,0,0,0,,48
SCG,Basketball,12,SCG,Basketball,0,0,0,,2
SCG,Boxing,1,SCG,Boxing,0,0,0,,13
SCG,Canoeing,4,SCG,Canoeing,0,0,,,16
SCG,Cycling,1,SCG,Cycling,0,0,,,
SCG,Fencing,1,SCG,Fencing,0,0,0,,12
SCG,Football,17,SCG,Football,0,0,0,,2
SCG,Handball,15,SCG,Handball,0,0,0,,2
SCG,Judo,1,SCG,Judo,0,0,0,,15
SCG,Rowing,6,SCG,Rowing,0,0,0,,14
SCG,Shooting,7,SCG,Shooting,0,0,0,,15
MAS,Table Tennis,4,MAS,Table Tennis,0,0,0,,5
SCG,Tennis,1,SCG,Tennis,0,0,0,,5
SCG,Volleyball,12,SCG,Volleyball,0,0,0,,2
SCG,Weightlifting,1,SCG,Weightlifting,0,0,0,,10
SCG,Wrestling,1,SCG,Wrestling,0,0,0,,18
SEN,Athletics,3,SEN,Athletics,0.0455388471758526,0.13661654152755778,0.0006990322502014332,,48
SEN,Basketball,12,SEN,Basketball,0,0,0,,2
SEN,Boxing,1,SEN,Boxing,0,0,0,,13
SEN,Canoeing,1,SEN,Canoeing,0,0,,,16
SEN,Fencing,1,SEN,Fencing,0.274771495961836,0.274771495961836,0.003679496958476196,,12
SEN,Football,17,SEN,Football,0,0,0,,2
SEN,Judo,1,SEN,Judo,0.0120378722594081,0.0120378722594081,0.00010711707723871487,,15
SEN,Sailing,1,SEN,Sailing,0,0,0,,10
SEN,Shooting,1,SEN,Shooting,0,0,0,,15
MGL,Table Tennis,2,MGL,Table Tennis,0,0,0,,5
SEN,Taekwondo,1,SEN,Taekwondo,0.1846602823719796,0.1846602823719796,0.004799907227526734,,8
SEN,Wrestling,1,SEN,Wrestling,0,0,0,,18
SEY,Athletics,1,SEY,Athletics,8.206767131335724e-05,8.206767131335724e-05,4.1991949368294957e-07,,48
SEY,Badminton,2,SEY,Badminton,0,0,0,,5
SEY,Boxing,1,SEY,Boxing,0,0,0,,13
SEY,Canoeing,2,SEY,Canoeing,0,0,,,16
SEY,Judo,1,SEY,Judo,0,0,0,,15
SEY,Sailing,1,SEY,Sailing,0,0,0,,10
SEY,Weightlifting,1,SEY,Weightlifting,0,0,0,,10
SGP,Artistic Gymnastics,2,SGP,Artistic Gymnastics,0,0,0,,14
SGP,Athletics,3,SGP,Athletics,0.0782099498692683,0.2346298496078049,0.0012005415296117963,,48
SGP,Badminton,4,SGP,Badminton,0.0480349483630468,0.1921397934521872,0.003307471016235267,,5
SGP,Basketball,10,SGP,Basketball,0,0,0,,2
SGP,Boxing,1,SGP,Boxing,0,0,0,,13
SGP,Canoeing,2,SGP,Canoeing,0,0,,,16
SGP,Equestrian,1,SGP,Equestrian,0.4487802857731055,0.4487802857731055,0.005356421159673566,,6
SGP,Fencing,2,SGP,Fencing,0.3777034704622539,0.7554069409245078,0.010115741925172585,,12
SGP,Golf,1,SGP,Golf,0.3712505738855546,0.3712505738855546,0.007712824363558038,,2
SGP,Gymnastics,4,SGP,Gymnastics,0,0,,,
SGP,Judo,1,SGP,Judo,0,0,0,,15
SGP,Rowing,1,SGP,Rowing,0.0561216227033408,0.0561216227033408,0.000454799334750566,,14
SGP,Sailing,2,SGP,Sailing,0.1050635150419637,0.2101270300839274,0.002161331195747572,,10
SGP,Shooting,2,SGP,Shooting,0.2121703778278056,0.4243407556556112,0.003847136642314689,,15
MRI,Table Tennis,1,MRI,Table Tennis,0,0,0,,5
SGP,Weightlifting,1,SGP,Weightlifting,0,0,0,,10
SKN,Athletics,2,SKN,Athletics,0.0002367863874592,0.0004735727749184,2.423151975477064e-06,,48
SLE,Athletics,1,SLE,Athletics,0.0061020938846865,0.0061020938846865,3.1222869291361584e-05,,48
SLE,Boxing,1,SLE,Boxing,0,0,0,,13
SLE,Cycling,1,SLE,Cycling,0,0,,,
SLE,Judo,1,SLE,Judo,0.0013821925903376,0.0013821925903376,1.229921926960637e-05,,15
SLE,Weightlifting,1,SLE,Weightlifting,0,0,0,,10
SLO,Archery,4,SLO,Archery,0.4744066668734594,1.8976266674938376,0.020972439355498168,,5
SLO,Artistic Gymnastics,6,SLO,Artistic Gymnastics,0.3285540493401112,1.9713242960406672,0.017511232823114047,,14
SLO,Athletics,8,SLO,Athletics,0.2909911397114413,2.3279291176915304,0.011911423838240663,,48
SLO,Badminton,1,SLO,Badminton,0,0,0,,5
SLO,Basketball,12,SLO,Basketball,0,0,0,,2
SLO,Canoeing,7,SLO,Canoeing,0,0,,,16
SLO,Cycling,7,SLO,Cycling,0,0,,,
SLO,Cycling Mountain Bike,1,SLO,Cycling Mountain Bike,0.3646357669644012,0.3646357669644012,0.013786668038800432,,2
SLO,Cycling Road,9,SLO,Cycling Road,0.0485113953229188,0.43660255790626923,0.006720749313790332,,4
SLO,Golf,2,SLO,Golf,0.4517175099944537,0.9034350199889074,0.018769090536705873,,2
SLO,Gymnastics,1,SLO,Gymnastics,0,0,,,
SLO,Handball,32,SLO,Handball,0.0243538169812573,0.7793221434002336,0.009700371805099632,,2
SLO,Judo,6,SLO,Judo,0.4953684072645623,2.972210443587374,0.02644773833736612,,15
SLO,Rhythmic Gymnastics,1,SLO,Rhythmic Gymnastics,0.129208295384897,0.129208295384897,0.003256438218588034,,2
SLO,Rowing,2,SLO,Rowing,0.3873032031478783,0.7746064062957566,0.006277268213341694,,14
SLO,Sailing,6,SLO,Sailing,0.2437804298431625,1.462682579058975,0.015044906342292073,,10
SLO,Shooting,2,SLO,Shooting,0,0,0,,15
SLO,Sport Climbing,3,SLO,Sport Climbing,0.6701047090137482,2.0103141270412443,0.06379412806025869,,4
NZL,Table Tennis,3,NZL,Table Tennis,0,0,0,,5
SLO,Taekwondo,1,SLO,Taekwondo,0.0607062756787047,0.0607062756787047,0.0015779489105268469,,8
SLO,Tennis,1,SLO,Tennis,0,0,0,,5
SLO,Triathlon,1,SLO,Triathlon,0,0,0,,3
SLO,Volleyball,13,SLO,Volleyball,0.0484821251000933,0.6302676263012129,0.009347573953990137,,2
SMR,Archery,1,SMR,Archery,0.1262611560771495,0.1262611560771495,0.001395429609070724,,5
SMR,Athletics,1,SMR,Athletics,0.1167318615556132,0.1167318615556132,0.0005972873778023618,,48
SMR,Cycling,1,SMR,Cycling,0,0,,,
SMR,Gymnastics,7,SMR,Gymnastics,0,0,,,
SMR,Judo,1,SMR,Judo,0,0,0,,15
SMR,Sailing,1,SMR,Sailing,0,0,0,,10
SMR,Shooting,1,SMR,Shooting,0.0909916548356911,0.0909916548356911,0.0008249439272510965,,15
SMR,Tennis,2,SMR,Tennis,0,0,0,,5
SMR,Weightlifting,1,SMR,Weightlifting,0,0,0,,10
SMR,Wrestling,1,SMR,Wrestling,0.0448160865367116,0.0448160865367116,0.0005626032817741911,,18
SOL,Archery,1,SOL,Archery,0,0,0,,5
SOL,Athletics,1,SOL,Athletics,7.354917789470505e-06,7.354917789470505e-06,3.763325198349446e-08,,48
SOL,Boxing,1,SOL,Boxing,0,0,0,,13
SOL,Judo,1,SOL,Judo,0,0,0,,15
SOL,Weightlifting,1,SOL,Weightlifting,0,0,0,,10
SOM,Athletics,1,SOM,Athletics,8.484337573566592e-05,8.484337573566592e-05,4.34122070373336e-07,,48
SOM,Boxing,1,SOM,Boxing,0,0,0,,13
SRB,3x3 Basketball,4,SRB,3x3 Basketball,0.427125812602852,1.708503250411408,0.07238467015768278,,2
SRB,Athletics,6,SRB,Athletics,0.368502342147655,2.21101405288593,0.011313199055797174,,48
SRB,Basketball,24,SRB,Basketball,0.0873385359164398,2.096124861994555,0.039402413637753465,,2
SRB,Boxing,3,SRB,Boxing,0.486358327520745,1.459074982562235,0.020626414200938213,,13
SRB,Canoeing,18,SRB,Canoeing,0,0,,,16
SRB,Cycling,2,SRB,Cycling,0,0,,,
SRB,Cycling Road,2,SRB,Cycling Road,0.3721379757627985,0.744275951525597,0.011456854752463825,,4
SRB,Football,15,SRB,Football,0,0,0,,2
SRB,Handball,15,SRB,Handball,0,0,0,,2
SRB,Judo,12,SRB,Judo,0.0436562654228718,0.5238751850744616,0.004661619383708792,,15
SRB,Rowing,3,SRB,Rowing,0.7069899352178554,2.120969805653566,0.017187950208358064,,14
SRB,Shooting,6,SRB,Shooting,0.5699254944926904,3.419552966956142,0.03100217771726289,,15
PAK,Table Tennis,1,PAK,Table Tennis,0,0,0,,5
SRB,Taekwondo,3,SRB,Taekwondo,0.2500687473052176,0.7502062419156528,0.019500242913378197,,8
SRB,Tennis,2,SRB,Tennis,0.6372681897635384,1.2745363795270768,0.017246674146987145,,5
SRB,Volleyball,26,SRB,Volleyball,0.0124357103640007,0.3233284694640182,0.004795322897167082,,2
SRB,Wrestling,5,SRB,Wrestling,0.0594452848929234,0.297226424464617,0.003731262025675126,,18
SRI,Artistic Gymnastics,5,SRI,Artistic Gymnastics,0,0,0,,14
SRI,Athletics,3,SRI,Athletics,0.0136368669959372,0.0409106009878116,0.00020932918624524155,,48
SRI,Badminton,1,SRI,Badminton,0.0152934155603645,0.0152934155603645,0.00026325899386237325,,5
SRI,Boxing,1,SRI,Boxing,0,0,0,,13
SRI,Cycling,1,SRI,Cycling,0,0,,,
SRI,Equestrian,1,SRI,Equestrian,0,0,0,,6
SRI,Judo,1,SRI,Judo,0,0,0,,15
SRI,Sailing,1,SRI,Sailing,0,0,0,,10
SRI,Shooting,1,SRI,Shooting,0,0,0,,15
SRI,Weightlifting,1,SRI,Weightlifting,0,0,0,,10
SRI,Wrestling,1,SRI,Wrestling,0,0,0,,18
SSD,Athletics,2,SSD,Athletics,0.0339688783946587,0.0679377567893174,0.0003476202989115677,,48
SSD,Basketball,12,SSD,Basketball,0.0117582196461385,0.141098635753662,0.0026523357031309055,,2
STP,Athletics,1,STP,Athletics,0.0095456967671772,0.0095456967671772,4.884291328334074e-05,,48
STP,Canoeing,1,STP,Canoeing,0,0,,,16
STP,Judo,1,STP,Judo,0.0141901894571125,0.0141901894571125,0.0001262691269149799,,15
SUD,Athletics,1,SUD,Athletics,0.0089132370375906,0.0089132370375906,4.560677699273255e-05,,48
SUD,Boxing,5,SUD,Boxing,0,0,0,,13
SUD,Football,14,SUD,Football,0,0,0,,2
SUD,Judo,1,SUD,Judo,0,0,0,,15
SUD,Rowing,1,SUD,Rowing,0.0229460039745532,0.0229460039745532,0.00018595020671398758,,14
SUD,Shooting,6,SUD,Shooting,0,0,0,,15
PAR,Table Tennis,1,PAR,Table Tennis,0,0,0,,5
SUD,Weightlifting,1,SUD,Weightlifting,0,0,0,,10
SUI,Archery,2,SUI,Archery,0,0,0,,5
SUI,Artistic Gymnastics,49,SUI,Artistic Gymnastics,0.003634786828627,0.178104554602723,0.001582099063441448,,14
SUI,Athletics,46,SUI,Athletics,0.0713968525405866,3.2842552168669834,0.016804702335545676,,48
SUI,Badminton,2,SUI,Badminton,0.4703903762274918,0.9407807524549836,0.016194485356054923,,5
SUI,Basketball,14,SUI,Basketball,0,0,0,,2
SUI,Beach Volleyball,4,SUI,Beach Volleyball,0.7826839301243882,3.1307357204975528,0.07697964426208466,,2
SUI,Boxing,3,SUI,Boxing,0,0,0,,13
SUI,Canoeing,3,SUI,Canoeing,0,0,,,16
SUI,Cycling,17,SUI,Cycling,0,0,,,
SUI,Cycling BMX Freestyle,1,SUI,Cycling BMX Freestyle,0.8190807617660387,0.8190807617660387,0.07201486997335053,,2
SUI,Cycling BMX Racing,6,SUI,Cycling BMX Racing,0.341856861116411,2.051141166698466,0.06713277997882372,,2
SUI,Cycling Mountain Bike,4,SUI,Cycling Mountain Bike,0.1375697844752659,0.5502791379010636,0.02080573682082018,,2
SUI,Cycling Road,9,SUI,Cycling Road,0.7812142120137759,7.030927908123983,0.10822910461275391,,4
SUI,Cycling Track,5,SUI,Cycling Track,0.229532961307031,1.147664806535155,0.009804901310804793,,12
SUI,Equestrian,17,SUI,Equestrian,0.0119991777775559,0.2039860222184503,0.0024346770130650617,,6
SUI,Equestrianism,11,SUI,Equestrianism,0,0,,,
SUI,Fencing,2,SUI,Fencing,0.1506774839516655,0.301354967903331,0.004035479313240003,,12
SUI,Football,17,SUI,Football,0,0,0,,2
SUI,Golf,3,SUI,Golf,0.3353279468669647,1.005983840600894,0.02089956816477305,,2
SUI,Gymnastics,34,SUI,Gymnastics,0,0,,,
SUI,Handball,13,SUI,Handball,0,0,0,,2
SUI,Judo,3,SUI,Judo,0.5089972930485172,1.5269918791455515,0.013587692537066924,,15
SUI,Modern Pentathlon,2,SUI,Modern Pentathlon,0.4266861610969934,0.8533723221939868,0.026878081996312673,,2
SUI,Rhythmic Gymnastics,2,SUI,Rhythmic Gymnastics,0,0,0,,2
SUI,Rowing,17,SUI,Rowing,0.0447111747525075,0.7600899707926275,0.006159629683096923,,14
SUI,Sailing,7,SUI,Sailing,0.3105878350547729,2.1741148453834103,0.022362578658196616,,10
SUI,Shooting,6,SUI,Shooting,0.2853625462002803,1.7121752772016818,0.015522836680655279,,15
SUI,Sport Climbing,1,SUI,Sport Climbing,0.1505701894164221,0.1505701894164221,0.004778105976813628,,4
PER,Table Tennis,1,PER,Table Tennis,0,0,0,,5
SUI,Taekwondo,1,SUI,Taekwondo,0,0,0,,8
SUI,Tennis,2,SUI,Tennis,0.3998218172726917,0.7996436345453835,0.010820556729682362,,5
SUI,Triathlon,6,SUI,Triathlon,0.1636354362156145,0.981812617293687,0.023801648715277356,,3
SUI,Weightlifting,1,SUI,Weightlifting,0,0,0,,10
SUI,Wrestling,1,SUI,Wrestling,0,0,0,,18
SUR,Athletics,1,SUR,Athletics,0.073222844612343,0.073222844612343,0.00037466275506023656,,48
SUR,Badminton,1,SUR,Badminton,0.0781610057759692,0.0781610057759692,0.0013454540392651422,,5
SUR,Cycling,1,SUR,Cycling,0,0,,,
SUR,Cycling Track,2,SUR,Cycling Track,0.0026682323358442,0.0053364646716884,4.559128166739537e-05,,12
SUR,Judo,1,SUR,Judo,0,0,0,,15
SVK,Archery,1,SVK,Archery,0.2128827906300752,0.2128827906300752,0.0023527659538084378,,5
SVK,Artistic Gymnastics,5,SVK,Artistic Gymnastics,0,0,0,,14
SVK,Athletics,10,SVK,Athletics,0.0226344727726543,0.22634472772654302,0.0011581486588284045,,48
SVK,Badminton,1,SVK,Badminton,0,0,0,,5
SVK,Basketball,12,SVK,Basketball,0,0,0,,2
SVK,Boxing,1,SVK,Boxing,0.5077052688043232,0.5077052688043232,0.007177245372247324,,13
SVK,Canoeing,15,SVK,Canoeing,0.125,1.875,,,16
SVK,Cycling,2,SVK,Cycling,0,0,,,
SVK,Cycling Road,3,SVK,Cycling Road,0.1960372884005536,0.5881118652016608,0.009052975853921948,,4
SVK,Football,18,SVK,Football,0,0,0,,2
SVK,Golf,1,SVK,Golf,0,0,0,,2
SVK,Gymnastics,4,SVK,Gymnastics,0,0,,,
SVK,Judo,1,SVK,Judo,0.3132991237332228,0.3132991237332228,0.0027878420465481356,,15
SVK,Rowing,2,SVK,Rowing,0,0,0,,14
SVK,Sailing,1,SVK,Sailing,0.5445545888857918,0.5445545888857918,0.005601196667921599,,10
SVK,Shooting,7,SVK,Shooting,0.0156668987819852,0.10966829147389641,0.0009942691033233905,,15
SVK,Skateboarding,1,SVK,Skateboarding,0.5043611059891823,0.5043611059891823,0.014634735863332285,,4
PHI,Table Tennis,1,PHI,Table Tennis,0,0,0,,5
SVK,Tennis,1,SVK,Tennis,0.7314842317258294,0.7314842317258294,0.009898242522442337,,5
SVK,Triathlon,1,SVK,Triathlon,0,0,0,,3
SVK,Weightlifting,1,SVK,Weightlifting,0,0,0,,10
SVK,Wrestling,1,SVK,Wrestling,0.3138763983360097,0.3138763983360097,0.003940279159150775,,18
SWE,Archery,1,SWE,Archery,0,0,0,,5
SWE,Artistic Gymnastics,8,SWE,Artistic Gymnastics,0,0,0,,14
SWE,Athletics,23,SWE,Athletics,0.0520357122579754,1.1968213819334343,0.006123831963154756,,48
SWE,Badminton,1,SWE,Badminton,0,0,0,,5
SWE,Basketball,12,SWE,Basketball,0,0,0,,2
SWE,Beach Volleyball,2,SWE,Beach Volleyball,0.3905492235974329,0.7810984471948658,0.019205926646906984,,2
SWE,Boxing,2,SWE,Boxing,0.2961099450263845,0.592219890052769,0.008371997941333677,,13
SWE,Canoeing,6,SWE,Canoeing,0,0,,,16
SWE,Cycling,4,SWE,Cycling,0,0,,,
SWE,Cycling Mountain Bike,1,SWE,Cycling Mountain Bike,0.3562114301432671,0.3562114301432671,0.013468148722478515,,2
SWE,Cycling Road,2,SWE,Cycling Road,0.3209877547926476,0.6419755095852951,0.009882114493799712,,4
SWE,Equestrian,22,SWE,Equestrian,0.0370880619606484,0.8159373631342648,0.009738627777135182,,6
SWE,Equestrianism,24,SWE,Equestrianism,0,0,,,
SWE,Fencing,1,SWE,Fencing,0,0,0,,12
SWE,Football,22,SWE,Football,0,0,0,,2
SWE,Golf,4,SWE,Golf,0.481739748692965,1.92695899477186,0.04003305941564768,,2
SWE,Gymnastics,4,SWE,Gymnastics,0,0,,,
SWE,Handball,33,SWE,Handball,0.0810019392505434,2.673063995267932,0.03327213891265938,,2
SWE,Judo,2,SWE,Judo,0.4687392238826149,0.9374784477652298,0.008342001737094049,,15
SWE,Modern Pentathlon,1,SWE,Modern Pentathlon,0.4763942897126347,0.4763942897126347,0.015004663789131683,,2
SWE,Rhythmic Gymnastics,1,SWE,Rhythmic Gymnastics,0,0,0,,2
SWE,Rowing,1,SWE,Rowing,0,0,0,,14
SWE,Sailing,8,SWE,Sailing,0.2335333301405817,1.8682666411246536,0.019216675607247873,,10
SWE,Shooting,11,SWE,Shooting,0.2095490423893549,2.3050394662829037,0.020897831929948846,,15
SWE,Skateboarding,1,SWE,Skateboarding,0.3697607109150915,0.3697607109150915,0.01072911902329835,,4
QAT,Table Tennis,1,QAT,Table Tennis,0,0,0,,5
SWE,Taekwondo,2,SWE,Taekwondo,0,0,0,,8
SWE,Tennis,1,SWE,Tennis,0,0,0,,5
SWE,Triathlon,1,SWE,Triathlon,0.74117937489663,0.74117937489663,0.017968083527919725,,3
SWE,Volleyball,12,SWE,Volleyball,0,0,0,,2
SWE,Weightlifting,1,SWE,Weightlifting,0,0,0,,10
SWE,Wrestling,2,SWE,Wrestling,0.3220720072720999,0.6441440145441998,0.008086327132131609,,18
SWZ,Athletics,1,SWZ,Athletics,0.0006138604008879,0.0006138604008879,3.140968235209383e-06,,48
SWZ,Boxing,1,SWZ,Boxing,0,0,0,,13
SWZ,Shooting,2,SWZ,Shooting,0,0,0,,15
SWZ,Taekwondo,1,SWZ,Taekwondo,0,0,0,,8
SWZ,Weightlifting,2,SWZ,Weightlifting,0,0,0,,10
SYR,Artistic Gymnastics,5,SYR,Artistic Gymnastics,0.0030910916753437,0.0154554583767185,0.00013729051610952332,,14
SYR,Athletics,1,SYR,Athletics,0.0637438740892046,0.0637438740892046,0.00032616126307183113,,48
SYR,Boxing,1,SYR,Boxing,0,0,0,,13
SYR,Cycling,1,SYR,Cycling,0,0,,,
SYR,Equestrian,1,SYR,Equestrian,0.0124391510347625,0.0124391510347625,0.0001484675996767462,,6
SYR,Equestrianism,1,SYR,Equestrianism,0,0,,,
SYR,Football,15,SYR,Football,0,0,0,,2
SYR,Judo,1,SYR,Judo,0.179700094516472,0.179700094516472,0.001599032494225168,,15
SYR,Shooting,1,SYR,Shooting,0,0,0,,15
ROC,Table Tennis,3,ROC,Table Tennis,0,0,0,,5
SYR,Triathlon,1,SYR,Triathlon,0,0,0,,3
SYR,Weightlifting,1,SYR,Weightlifting,0.091953594046132,0.091953594046132,0.002103277317343716,,10
SYR,Wrestling,2,SYR,Wrestling,0,0,0,,18
TAN,Athletics,4,TAN,Athletics,0.0044613793260845,0.017845517304338,9.131099336710758e-05,,48
TAN,Boxing,1,TAN,Boxing,0,0,0,,13
TAN,Judo,1,TAN,Judo,0.0287143201875589,0.0287143201875589,0.00025550977673683773,,15
TCH,Archery,1,TCH,Archery,0,0,0,,5
TCH,Athletics,19,TCH,Athletics,0,0,0,,48
TCH,Badminton,2,TCH,Badminton,0,0,0,,5
TCH,Basketball,12,TCH,Basketball,0,0,0,,2
TCH,Boxing,4,TCH,Boxing,0,0,0,,13
TCH,Canoeing,34,TCH,Canoeing,0,0,,,16
TCH,Cycling,14,TCH,Cycling,0,0,,,
TCH,Equestrianism,1,TCH,Equestrianism,0,0,,,
TCH,Fencing,8,TCH,Fencing,0,0,0,,12
TCH,Football,16,TCH,Football,0,0,0,,2
TCH,Gymnastics,29,TCH,Gymnastics,0,0,,,
TCH,Handball,16,TCH,Handball,0,0,0,,2
TCH,Judo,5,TCH,Judo,0,0,0,,15
TCH,Modern Pentathlon,6,TCH,Modern Pentathlon,0,0,0,,2
TCH,Rhythmic Gymnastics,2,TCH,Rhythmic Gymnastics,0,0,0,,2
TCH,Rowing,32,TCH,Rowing,0,0,0,,14
TCH,Sailing,3,TCH,Sailing,0,0,0,,10
TCH,Shooting,24,TCH,Shooting,0,0,0,,15
RSA,Table Tennis,2,RSA,Table Tennis,0,0,0,,5
TCH,Tennis,6,TCH,Tennis,0,0,0,,5
TCH,Volleyball,12,TCH,Volleyball,0,0,0,,2
TCH,Weightlifting,5,TCH,Weightlifting,0,0,0,,10
TCH,Wrestling,7,TCH,Wrestling,0,0,0,,18
TGA,Archery,2,TGA,Archery,0,0,0,,5
TGA,Athletics,1,TGA,Athletics,0.0013143243398892,0.0013143243398892,6.725064845986698e-06,,48
TGA,Boxing,1,TGA,Boxing,0.0036166499992232,0.0036166499992232,5.112727021938277e-05,,13
TGA,Judo,1,TGA,Judo,0,0,0,,15
TGA,Taekwondo,2,TGA,Taekwondo,0,0,0,,8
TGA,Weightlifting,1,TGA,Weightlifting,0,0,0,,10
THA,Archery,1,THA,Archery,0,0,0,,5
THA,Athletics,2,THA,Athletics,0.3842452874775023,0.7684905749550046,0.003932171681867881,,48
THA,Badminton,9,THA,Badminton,0.0428681774288068,0.3858135968592612,0.006641348293106319,,5
THA,Basketball,9,THA,Basketball,0,0,0,,2
THA,Boxing,8,THA,Boxing,0.0566126106903839,0.4529008855230712,0.0064024956691162435,,13
THA,Canoeing,1,THA,Canoeing,0,0,,,16
THA,Cycling,2,THA,Cycling,0,0,,,
THA,Cycling BMX Racing,2,THA,Cycling BMX Racing,0.5355379163360922,1.0710758326721843,0.03505575305241176,,2
THA,Cycling Road,3,THA,Cycling Road,0.1703752952084623,0.511125885625387,0.007867908428092079,,4
THA,Cycling Track,2,THA,Cycling Track,0.5494847502402266,1.0989695004804532,0.00938888030236485,,12
THA,Equestrian,1,THA,Equestrian,0.4591128135539398,0.4591128135539398,0.005479745138450471,,6
THA,Equestrianism,1,THA,Equestrianism,0,0,,,
THA,Fencing,2,THA,Fencing,0,0,0,,12
THA,Football,17,THA,Football,0,0,0,,2
THA,Golf,4,THA,Golf,0.1278434867181663,0.5113739468726652,0.010623922799764304,,2
THA,Judo,1,THA,Judo,0.3720893115007382,0.3720893115007382,0.003310977111305929,,15
THA,Modern Pentathlon,1,THA,Modern Pentathlon,0.0065474516250503,0.0065474516250503,0.00020622058750692472,,2
THA,Rowing,1,THA,Rowing,0.3848053597832644,0.3848053597832644,0.0031183920422789726,,14
THA,Sailing,4,THA,Sailing,0.1245984102332507,0.4983936409330028,0.005126392941833652,,10
THA,Shooting,5,THA,Shooting,0.1375825801433282,0.6879129007166409,0.006236721059185352,,15
THA,Skateboarding,1,THA,Skateboarding,0.6898495149433236,0.6898495149433236,0.020016938889137848,,4
RUS,Table Tennis,3,RUS,Table Tennis,0,0,0,,5
THA,Taekwondo,3,THA,Taekwondo,0.253782187792902,0.761346563378706,0.01978981525032375,,8
THA,Tennis,2,THA,Tennis,0,0,0,,5
THA,Weightlifting,4,THA,Weightlifting,0.2994074748631198,1.1976298994524792,0.027393685132386554,,10
TJK,Archery,1,TJK,Archery,0,0,0,,5
TJK,Athletics,1,TJK,Athletics,0.193165258660384,0.193165258660384,0.0009883777170195207,,48
TJK,Boxing,3,TJK,Boxing,0.0543348580223359,0.1630045740670077,0.002304336584161947,,13
TJK,Judo,6,TJK,Judo,0.0175904640379158,0.1055427842274948,0.0009391555522820828,,15
TJK,Shooting,1,TJK,Shooting,0,0,0,,15
TJK,Taekwondo,1,TJK,Taekwondo,0.1271277100768568,0.1271277100768568,0.003304452947752128,,8
TJK,Weightlifting,1,TJK,Weightlifting,0,0,0,,10
TJK,Wrestling,1,TJK,Wrestling,0.4299148363096491,0.4299148363096491,0.005396979443822946,,18
TKM,Athletics,1,TKM,Athletics,0.0385571484157111,0.0385571484157111,0.00019728716535360658,,48
TKM,Boxing,1,TKM,Boxing,0,0,0,,13
TKM,Judo,2,TKM,Judo,0.0493680281162147,0.0987360562324294,0.0008785869739919693,,15
TKM,Shooting,1,TKM,Shooting,0,0,0,,15
SCG,Table Tennis,5,SCG,Table Tennis,0,0,0,,5
TKM,Weightlifting,1,TKM,Weightlifting,0.0325102516818531,0.0325102516818531,0.0007436150337883756,,10
TKM,Wrestling,1,TKM,Wrestling,0,0,0,,18
TLS,Athletics,1,TLS,Athletics,0.0192712648147246,0.0192712648147246,9.860618236297011e-05,,48
TLS,Cycling,1,TLS,Cycling,0,0,,,
TLS,Taekwondo,1,TLS,Taekwondo,0.0206445549999204,0.0206445549999204,0.0005366175524067505,,8
TOG,Athletics,1,TOG,Athletics,0.1058952812768568,0.1058952812768568,0.0005418393404560238,,48
TOG,Boxing,3,TOG,Boxing,0,0,0,,13
TOG,Canoeing,1,TOG,Canoeing,0,0,,,16
TOG,Cycling,2,TOG,Cycling,0,0,,,
TOG,Judo,1,TOG,Judo,0,0,0,,15
TOG,Rowing,1,TOG,Rowing,0.0081580042306632,0.0081580042306632,6.611096968115754e-05,,14
SUD,Table Tennis,1,SUD,Table Tennis,0,0,0,,5
TOG,Tennis,1,TOG,Tennis,0,0,0,,5
